Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,log_MSRP,MSRP_per_Engine_HP,HP_per_Cylinder
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,21,16,586,2689,7.896924656268864,18.804195804195803,23.83333333333333
Mazda,B-Series Pickup,2000,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,586,3768,8.234299635696253,23.55,26.666666666666668
Mazda,B-Series Pickup,2000,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,20,586,2350,7.762170607138205,19.747899159663863,29.75
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3289,8.098338846189057,23.0,23.83333333333333
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,21,16,586,2413,7.788626065625031,16.874125874125873,23.83333333333333
Mazda,B-Series Pickup,2000,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,586,3928,8.275885669474356,24.55,26.666666666666668
Mazda,B-Series Pickup,2000,regular unleaded,160.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,14,586,3579,8.182838710766026,22.36875,26.666666666666668
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3032,8.016977746762262,21.202797202797203,23.83333333333333
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,four wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,20,15,586,3190,8.06777619577889,22.307692307692307,23.83333333333333
Mazda,B-Series Truck,2007,regular unleaded,207.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,17,14,586,26590,10.188290484237063,128.45410628019323,34.5
Mazda,B-Series Truck,2007,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,21,16,586,19675,9.887104073285604,132.9391891891892,24.666666666666668
Mazda,B-Series Truck,2007,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,15535,9.650850821827149,108.63636363636364,35.75
Mazda,B-Series Truck,2007,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,21,16,586,19040,9.854297308345355,128.64864864864865,24.666666666666668
Mazda,B-Series Truck,2007,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,21,16,586,21430,9.972547088467625,144.7972972972973,24.666666666666668
Mazda,B-Series Truck,2007,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,586,22045,10.00084109779204,106.4975845410628,34.5
Mazda,B-Series Truck,2008,regular unleaded,207.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,17,14,586,26590,10.188290484237063,128.45410628019323,34.5
Mazda,B-Series Truck,2008,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,586,22045,10.00084109779204,106.4975845410628,34.5
Mazda,B-Series Truck,2008,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,15535,9.650850821827149,108.63636363636364,35.75
Mazda,B-Series Truck,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,16060,9.684086987500752,112.3076923076923,35.75
Mazda,B-Series Truck,2009,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,586,22150,10.005592775473282,107.0048309178744,34.5
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,19,15,586,20030,9.904986428659864,133.53333333333333,25.0
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,21,15,586,14990,9.615138591096644,99.93333333333334,25.0
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,21,15,586,17225,9.75411709588186,114.83333333333331,25.0
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,21,15,586,18485,9.824714871370732,123.23333333333332,25.0
Mazda,B-Series,2001,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,19,586,14545,9.5850025709293,122.22689075630252,29.75
Mazda,B-Series,2001,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,24,19,586,12345,9.42100640177928,103.73949579831933,29.75
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,19,15,586,18360,9.817929664174482,122.4,25.0
Mazda,B-Series,2001,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,586,19340,9.869930769007285,93.42995169082126,34.5
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,21,15,586,17545,9.772524288017316,116.96666666666668,25.0
Mazda,B-Series,2001,regular unleaded,140.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,12495,9.433083843269053,89.25,35.0
Mazda,B-Series,2001,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,18,14,586,22085,10.002653924030628,106.69082125603865,34.5
Mazda,B-Series,2001,regular unleaded,140.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,26,21,586,14695,9.595262578853015,104.96428571428572,35.0
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,21,15,586,15125,9.624104282899042,100.83333333333331,25.0
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,30695,10.331855053861595,122.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32395,10.385759368884058,129.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34195,10.439834713532196,136.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34295,10.442754849933422,137.18,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,37695,10.537282738645802,150.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35895,10.488353289010584,143.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,33895,10.431022789865066,135.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32295,10.382667698466571,129.18,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35895,10.488353289010584,143.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32295,10.382667698466571,129.18,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34195,10.439834713532196,136.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32395,10.385759368884058,129.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,33895,10.431022789865066,135.58,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35695,10.482765901936562,142.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34295,10.442754849933422,137.18,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35695,10.482765901936562,142.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,37695,10.537282738645802,150.78,41.66666666666666
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,30695,10.331855053861595,122.78,41.66666666666666
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,29995,10.308785980087194,122.42857142857144,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,37295,10.526614548389263,152.22448979591837,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35495,10.477147120473486,144.87755102040816,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,37295,10.526614548389263,152.22448979591837,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,33495,10.419151452942367,136.71428571428572,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,33495,10.419151452942367,136.71428571428572,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,31995,10.37333491957356,130.59183673469389,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34495,10.448569664980209,140.79591836734693,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35495,10.477147120473486,144.87755102040816,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32495,10.388841510328447,132.6326530612245,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,32495,10.388841510328447,132.6326530612245,40.833333333333336
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34495,10.448569664980209,140.79591836734693,40.833333333333336
Subaru,Baja,2004,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,22795,10.034296492647542,138.15151515151516,41.25
Subaru,Baja,2004,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,22,16,640,23995,10.085600754292344,114.26190476190476,52.5
Subaru,Baja,2004,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,24995,10.12643108384767,119.02380952380952,52.5
Subaru,Baja,2004,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,21995,9.99857043378282,133.3030303030303,41.25
Subaru,Baja,2004,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,26295,10.177134086023443,125.21428571428572,52.5
Subaru,Baja,2005,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,22345,10.014357861367552,135.42424242424244,41.25
Subaru,Baja,2005,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,23,17,640,24345,10.100081768616802,115.92857142857144,52.5
Subaru,Baja,2005,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,25345,10.14033675090645,120.6904761904762,52.5
Subaru,Baja,2005,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,27245,10.2126252970172,129.73809523809524,52.5
Subaru,Baja,2005,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,23145,10.04953405346537,140.27272727272728,41.25
Subaru,Baja,2006,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,23,17,640,24595,10.11029844922944,117.11904761904762,52.5
Subaru,Baja,2006,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,26,20,640,22495,10.021048341275272,136.33333333333334,41.25
Subaru,Baja,2006,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,25595,10.150152298891683,121.88095238095238,52.5
Subaru,Baja,2006,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,27495,10.221759448941915,130.92857142857142,52.5
Subaru,Baja,2006,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,23295,10.055994024250897,141.1818181818182,41.25
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,27295,10.214458814215858,160.55882352941177,42.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,31795,10.367064323701507,151.4047619047619,52.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,34895,10.460098831451251,166.16666666666666,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,27295,10.214458814215858,160.55882352941177,34.0
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,32755,10.396810901165976,233.9642857142857,35.0
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29395,10.288579870836356,139.97619047619048,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,29395,10.288579870836356,172.91176470588235,42.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,25170,10.13340808812936,148.05882352941177,42.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30495,10.325318014730556,145.21428571428572,52.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30695,10.331855053861595,146.16666666666666,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,29395,10.288579870836356,172.91176470588235,42.5
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,31195,10.348013104544886,222.82142857142856,35.0
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30695,10.331855053861595,146.16666666666666,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,30755,10.333807861642468,180.91176470588235,42.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,34895,10.460098831451251,166.16666666666666,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,27295,10.214458814215858,160.55882352941177,42.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33795,10.428068141534457,160.92857142857142,52.5
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,30095,10.312114323981872,214.9642857142857,35.0
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30495,10.325318014730556,145.21428571428572,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,27295,10.214458814215858,160.55882352941177,34.0
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29395,10.288579870836356,139.97619047619048,52.5
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33795,10.428068141534457,160.92857142857142,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,29395,10.288579870836356,172.91176470588235,34.0
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,29995,10.308785980087194,214.25,35.0
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,25170,10.13340808812936,148.05882352941177,42.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,25170,10.13340808812936,148.05882352941177,34.0
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,31795,10.367064323701507,151.4047619047619,52.5
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,25170,10.13340808812936,148.05882352941177,34.0
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,27,21,873,29395,10.288579870836356,172.91176470588235,34.0
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,28895,10.271423848751878,206.39285714285717,35.0
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,30295,10.318737961379089,201.96666666666667,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,31995,10.37333491957356,152.35714285714286,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33995,10.43396873396056,161.88095238095238,52.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,30195,10.315431626742,201.3,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,32595,10.39191418135864,155.21428571428572,52.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,29595,10.295360707124823,174.08823529411765,42.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35095,10.465813949164522,167.11904761904762,52.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,30425,10.323019917855728,178.97058823529412,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,29595,10.295360707124823,174.08823529411765,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,27475,10.221031779271822,161.61764705882354,42.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30895,10.33834963749508,147.11904761904762,52.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,31125,10.345766633767008,207.5,37.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,29675,10.298060219477868,197.83333333333331,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30995,10.34158118013602,147.5952380952381,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,34875,10.459525519123666,166.07142857142858,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,32595,10.39191418135864,155.21428571428572,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29895,10.305446521315003,142.35714285714286,52.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,29095,10.27832161709077,193.96666666666667,37.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,31395,10.35440392354821,209.3,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29895,10.305446521315003,142.35714285714286,52.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,27475,10.221031779271822,161.61764705882354,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,25595,10.150152298891683,150.55882352941177,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,30425,10.323019917855728,178.97058823529412,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,25595,10.150152298891683,150.55882352941177,42.5
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Convertible,32,24,873,25995,10.165659490817816,152.91176470588235,42.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30995,10.34158118013602,147.5952380952381,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30895,10.33834963749508,147.11904761904762,52.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35975,10.490579531755568,171.3095238095238,52.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,30775,10.334457951052654,205.16666666666663,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33995,10.43396873396056,161.88095238095238,52.5
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,32225,10.380497827807387,214.83333333333331,37.5
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35975,10.490579531755568,171.3095238095238,52.5
